cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Borrow and save,29,28.819008813541345,-0.1809911864586553
inferred first interview,age strictly between 25 and 64 at interview 5,INCLASS complete at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2901,1929,972,Save,64,63.652260731607434,-0.34773926839256575
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2716,2183,533,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2716,2183,533,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2716,2183,533,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2716,1927,789,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2716,1927,789,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2716,1927,789,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2896,2183,713,Borrow,7,7.545428916514544,0.5454289165145436
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2896,2183,713,Borrow and save,29,28.882928370328866,-0.11707162967113405
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2896,2183,713,Save,64,63.57164271315664,-0.42835728684335805
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2896,2183,713,Borrow,7,7.545428916514544,0.5454289165145436
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2896,2183,713,Borrow and save,29,28.882928370328866,-0.11707162967113405
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2896,2183,713,Save,64,63.57164271315664,-0.42835728684335805
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2896,2183,713,Borrow,7,7.545428916514544,0.5454289165145436
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2896,2183,713,Borrow and save,29,28.882928370328866,-0.11707162967113405
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2896,2183,713,Save,64,63.57164271315664,-0.42835728684335805
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2896,2183,713,Borrow,7,7.545428916514544,0.5454289165145436
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2896,2183,713,Borrow and save,29,28.882928370328866,-0.11707162967113405
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2896,2183,713,Save,64,63.57164271315664,-0.42835728684335805
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2896,1927,969,Borrow,7,7.545428916514544,0.5454289165145436
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2896,1927,969,Borrow and save,29,28.882928370328866,-0.11707162967113405
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2896,1927,969,Save,64,63.57164271315664,-0.42835728684335805
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2716,2183,533,Save,64,62.966781488309174,-1.0332185116908263
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2716,2183,533,Borrow,7,7.472992130936953,0.47299213093695336
inferred first interview,age strictly between 25 and 64 at interview 5,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2716,2183,533,Borrow and save,29,29.560226380754067,0.5602263807540666
